MSG,4,111,11111,AC4144,111111,2016/01/31,14:54:34.479,2016/01/31,14:54:34.434,,,152,150,,,320,,,,,0
MSG,7,111,11111,AC4144,111111,2016/01/31,14:54:35.211,2016/01/31,14:54:35.154,,9350,,,,,,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:54:35.514,2016/01/31,14:54:35.481,,,152,150,,,192,,,,,0
MSG,3,111,11111,AC4144,111111,2016/01/31,14:54:35.912,2016/01/31,14:54:35.875,,9350,,,30.03657,-98.62762,,,,,,0
MSG,1,111,11111,AC4144,111111,2016/01/31,14:54:36.148,2016/01/31,14:54:36.137,N889WM  ,,,,,,,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:54:36.854,2016/01/31,14:54:36.793,,,153,149,,,64,,,,,0
MSG,8,111,11111,AC4144,111111,2016/01/31,14:54:37.418,2016/01/31,14:54:37.382,,,,,,,,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:54:37.420,2016/01/31,14:54:37.382,,,153,149,,,64,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:54:37.933,2016/01/31,14:54:37.906,,,154,150,,,0,,,,,0
MSG,3,111,11111,AC4144,111111,2016/01/31,14:54:38.471,2016/01/31,14:54:38.431,,9350,,,30.03495,-98.62652,,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:54:39.409,2016/01/31,14:54:39.349,,,155,150,,,-128,,,,,0
MSG,3,111,11111,AC4144,111111,2016/01/31,14:54:39.465,2016/01/31,14:54:39.414,,9350,,,30.03439,-98.62619,,,,,,0
MSG,3,111,11111,AC4144,111111,2016/01/31,14:54:39.877,2016/01/31,14:54:39.872,,9350,,,30.03411,-98.62597,,,,,,0
MSG,8,111,11111,AC4144,111111,2016/01/31,14:54:40.036,2016/01/31,14:54:40.003,,,,,,,,,,,,0
MSG,5,111,11111,AC4144,111111,2016/01/31,14:54:40.299,2016/01/31,14:54:40.266,,9350,,,,,,,0,,0,0
MSG,3,111,11111,AC4144,111111,2016/01/31,14:54:41.007,2016/01/31,14:54:40.987,,9350,,,30.03337,-98.62551,,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:54:41.039,2016/01/31,14:54:40.987,,,155,150,,,-128,,,,,0
MSG,1,111,11111,AC4144,111111,2016/01/31,14:54:41.041,2016/01/31,14:54:40.987,N889WM  ,,,,,,,,,,,0
MSG,5,111,11111,AC4144,111111,2016/01/31,14:54:41.248,2016/01/31,14:54:41.248,,9350,,,,,,,0,,0,0
MSG,8,111,11111,AC4144,111111,2016/01/31,14:54:41.715,2016/01/31,14:54:41.707,,,,,,,,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:54:42.049,2016/01/31,14:54:42.035,,,155,150,,,-64,,,,,0
MSG,7,111,11111,AC4144,111111,2016/01/31,14:54:45.210,2016/01/31,14:54:45.181,,9375,,,,,,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:54:46.555,2016/01/31,14:54:46.492,,,155,150,,,512,,,,,0
MSG,8,111,11111,AC4144,111111,2016/01/31,14:54:46.811,2016/01/31,14:54:46.754,,,,,,,,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:54:47.103,2016/01/31,14:54:47.081,,,155,150,,,576,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:54:47.548,2016/01/31,14:54:47.540,,,155,150,,,576,,,,,0
MSG,8,111,11111,AC4144,111111,2016/01/31,14:54:47.931,2016/01/31,14:54:47.868,,,,,,,,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:54:48.097,2016/01/31,14:54:48.065,,,155,150,,,576,,,,,0
MSG,3,111,11111,AC4144,111111,2016/01/31,14:54:48.121,2016/01/31,14:54:48.065,,9400,,,30.02894,-98.62262,,,,,,0
MSG,5,111,11111,AC4144,111111,2016/01/31,14:54:49.525,2016/01/31,14:54:49.506,,9400,,,,,,,0,,0,0
MSG,3,111,11111,AC4144,111111,2016/01/31,14:54:49.539,2016/01/31,14:54:49.506,,9400,,,30.02806,-98.62206,,,,,,0
MSG,8,111,11111,AC4144,111111,2016/01/31,14:54:49.781,2016/01/31,14:54:49.768,,,,,,,,,,,,0
MSG,5,111,11111,AC4144,111111,2016/01/31,14:54:50.478,2016/01/31,14:54:50.424,,9425,,,,,,,0,,0,0
MSG,3,111,11111,AC4144,111111,2016/01/31,14:54:51.632,2016/01/31,14:54:51.603,,9425,,,30.02673,-98.62120,,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:54:51.838,2016/01/31,14:54:51.800,,,154,150,,,640,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:54:52.788,2016/01/31,14:54:52.783,,,153,149,,,576,,,,,0
MSG,8,111,11111,AC4144,111111,2016/01/31,14:54:53.856,2016/01/31,14:54:53.831,,,,,,,,,,,,0
MSG,8,111,11111,AC4144,111111,2016/01/31,14:54:55.799,2016/01/31,14:54:55.797,,,,,,,,,,,,0
MSG,3,111,11111,AC4144,111111,2016/01/31,14:54:56.109,2016/01/31,14:54:56.060,,9475,,,30.02396,-98.61932,,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:54:56.597,2016/01/31,14:54:56.584,,,153,149,,,448,,,,,0
MSG,3,111,11111,AC4144,111111,2016/01/31,14:54:56.651,2016/01/31,14:54:56.649,,9475,,,30.02368,-98.61916,,,,,,0
MSG,8,111,11111,AC4144,111111,2016/01/31,14:54:58.059,2016/01/31,14:54:58.026,,,,,,,,,,,,0
MSG,5,111,11111,AC4144,111111,2016/01/31,14:54:59.708,2016/01/31,14:54:59.664,,9500,,,,,,,0,,0,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:55:13.883,2016/01/31,14:55:13.820,,,155,151,,,128,,,,,0
MSG,8,111,11111,AC4144,111111,2016/01/31,14:55:14.325,2016/01/31,14:55:14.278,,,,,,,,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:55:14.405,2016/01/31,14:55:14.344,,,155,151,,,128,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:55:14.889,2016/01/31,14:55:14.868,,,155,151,,,128,,,,,0
MSG,8,111,11111,AC4144,111111,2016/01/31,14:55:16.169,2016/01/31,14:55:16.114,,,,,,,,,,,,0
MSG,8,111,11111,AC4144,111111,2016/01/31,14:55:17.202,2016/01/31,14:55:17.162,,,,,,,,,,,,0
MSG,5,111,11111,AC4144,111111,2016/01/31,14:55:17.239,2016/01/31,14:55:17.227,,9575,,,,,,,0,,0,0
MSG,3,111,11111,AC4144,111111,2016/01/31,14:55:17.528,2016/01/31,14:55:17.490,,9575,,,30.01055,-98.61092,,,,,,0
MSG,3,111,11111,AC4144,111111,2016/01/31,14:55:24.283,2016/01/31,14:55:24.240,,9600,,,30.00622,-98.60828,,,,,,0
MSG,7,111,11111,AC4144,111111,2016/01/31,14:55:26.208,2016/01/31,14:55:26.205,,9625,,,,,,,,,,0
MSG,3,111,11111,AC4144,111111,2016/01/31,14:55:26.368,2016/01/31,14:55:26.337,,9625,,,30.00485,-98.60746,,,,,,0
MSG,4,111,11111,AC4144,111111,2016/01/31,14:55:26.642,2016/01/31,14:55:26.599,,,157,151,,,384,,,,,0
